hsa-miR-296-5p,CDX2
hsa-miR-490-5p,TNFSF13B
hsa-miR-664a-3p,PDGFB
hsa-miR-1281,SOX5
hsa-miR-302a-3p,SIGMAR1
hsa-miR-3162-3p,FNDC3A
hsa-miR-326,ITGB1
hsa-miR-4644,CDC25A
hsa-miR-1249-3p,SFPQ
hsa-miR-361-5p,IL2
hsa-miR-337-5p,MEGF9
hsa-miR-146a-3p,ATF6
hsa-miR-410-5p,SIX2
hsa-miR-4715-3p,TBX19
hsa-miR-1296-5p,SNAI3
hsa-miR-449a,TRIM14
hsa-miR-24-3p,SLC2A1
hsa-miR-513b-5p,TJAP1
hsa-miR-361-5p,TMEM63C
hsa-miR-627-3p,TNFRSF10A
hsa-miR-597-3p,RHOBTB1
hsa-miR-23b-3p,PINK1-AS
hsa-miR-146b-3p,ROS1
hsa-miR-1249-5p,MAP3K12
hsa-miR-6089,PRRT2
hsa-miR-532-5p,SERPINE1
hsa-miR-518a-3p,NRP1
hsa-miR-765,MMP1
hsa-miR-124-5p,PPP2R5C
hsa-miR-512-5p,C1GALT1
hsa-miR-370-5p,KLF10
hsa-miR-151a-3p,ADAM9
hsa-miR-4638-5p,KLHL20
hsa-miR-659-3p,AVEN
hsa-miR-548m,ISG20
hsa-miR-21-5p,TCEAL9
hsa-miR-432-5p,IRAK3
hsa-miR-524-5p,IBSP
hsa-miR-103a-3p,PTTG1
hsa-miR-5787,STK40
hsa-miR-410-3p,NFE2L2
hsa-miR-23a-3p,IGFBP3
hsa-miR-505-3p,ARHGEF3
hsa-miR-15b-3p,PTK2B
hsa-miR-942-3p,MYO1D
hsa-miR-129-2-3p,TNFSF12
hsa-miR-650,MAT2A
hsa-miR-942-3p,NR1H3
hsa-miR-30e-5p,VCAM1
hsa-miR-299-5p,TYR
hsa-miR-130a-3p,ZNF611
hsa-miR-921,GPX2
hsa-miR-26b-5p,SRSF9
hsa-miR-1178-3p,EFNB2
hsa-miR-1228-5p,PTGS2
hsa-miR-186-5p,BIRC5
hsa-miR-1298-5p,KLF5
hsa-miR-497-3p,ADAMTS5
hsa-miR-1972,CEP83
hsa-miR-624-3p,CTDSP1
hsa-miR-4448,TRAF7
hsa-let-7f-2-3p,BTG1
hsa-miR-921,RAB11FIP2
hsa-miR-940,SOST
hsa-miR-4328,FOXN3
hsa-miR-1269b,SULF1
hsa-miR-2278,NNAT
hsa-miR-181a-2-3p,LPIN1
hsa-miR-876-5p,XBP1
hsa-miR-1225-5p,RND1
hsa-miR-148b-3p,ARRB1
hsa-miR-103a-3p,HRH1
hsa-miR-146b-5p,NEUROG1
hsa-miR-496,PLK2
hsa-miR-296-5p,EOMES
hsa-miR-410-3p,HGF
hsa-miR-543,VIM
hsa-miR-1266-5p,KAT2B
hsa-miR-4701-5p,EPHB1
hsa-miR-211-3p,LCN2
hsa-miR-133a-5p,ERCC3
hsa-miR-744-3p,PRPF31
hsa-miR-873-3p,HOTTIP
hsa-miR-522-3p,ELF5
hsa-miR-30c-5p,MEIS2
hsa-miR-4262,PLXNB1
hsa-miR-23b-3p,JAK2
hsa-miR-4646-5p,RPIA
hsa-miR-4500,RAB14
hsa-miR-196b-3p,ZFAS1
hsa-miR-483-3p,PTBP1
hsa-miR-938,COPS5
hsa-miR-151a-3p,TGFA
hsa-let-7b-3p,LGMN
hsa-miR-1908-3p,KLC2
hsa-miR-517c-3p,IL34
hsa-miR-508-5p,GADD45A
hsa-miR-4720-3p,ZNRF2
hsa-miR-500a-3p,RAB22A
hsa-miR-455-5p,LDLRAP1
hsa-miR-194-5p,CXCR3
hsa-miR-520h,SPP1
hsa-miR-1299,WDR1
hsa-miR-151a-3p,RAB23
hsa-miR-1228-3p,S100A4
hsa-miR-511-5p,VOPP1
hsa-miR-144-3p,ADAM9
hsa-miR-505-3p,RAP1GAP
hsa-miR-1269a,TNRC6A
hsa-miR-23a-5p,STK3
hsa-miR-551b-3p,MIRLET7D
hsa-miR-497-5p,DYRK1B
hsa-miR-1203,SHMT2
hsa-miR-3691-5p,CAPN6
hsa-miR-605-3p,HOXB1
hsa-miR-671-5p,GCFC2
hsa-miR-6747-5p,MTDH
hsa-miR-650,CCND3
hsa-miR-3940-5p,DAB2
hsa-miR-3682-3p,YTHDF2
hsa-miR-34a-5p,GLS2
hsa-miR-4717-5p,MYEOV
hsa-miR-744-5p,LOXL4
hsa-miR-383-3p,TFPI
hsa-miR-596,ZNRF3
hsa-miR-199a-5p,PRAP1
hsa-miR-516b-5p,LIX1L
hsa-miR-335-3p,USP28
hsa-miR-154-5p,ZNF197
hsa-miR-371a-3p,LINC00665
hsa-miR-30a-5p,DDX6
hsa-miR-27b-5p,FOXO3
hsa-miR-627-3p,IL24
hsa-miR-320b,CREB1
hsa-miR-302c-3p,MMP7
hsa-miR-16-5p,TCF7
hsa-miR-518d-3p,ZNF763
hsa-miR-1972,TGFBR2
hsa-miR-885-5p,DACT3
hsa-miR-26b-5p,SLC8A2
hsa-miR-17-5p,KLF5
hsa-miR-424-3p,TOB1
hsa-miR-508-5p,NCOA1
hsa-miR-577,TSC22D3
hsa-miR-218-1-3p,PITPNM1
hsa-miR-1343-3p,FGD5-AS1
hsa-miR-518c-3p,DOCK7
hsa-miR-551b-3p,IRF2
hsa-miR-129-1-3p,BMP7
hsa-miR-200b-3p,MAN1B1
hsa-miR-452-5p,ZEB2
hsa-miR-29c-5p,ARID3A
hsa-miR-19b-1-5p,LOXL2
hsa-miR-4644,SRM
hsa-miR-522-5p,NPC1
hsa-miR-1299,BNIP2
hsa-miR-1253,FH
hsa-miR-6516-5p,KRT8
hsa-miR-659-3p,MBD2
hsa-miR-1205,POR
hsa-miR-150-3p,TNFAIP8
hsa-miR-339-3p,NCAN
hsa-miR-4780,GMFB
hsa-miR-296-3p,PPP1CC
hsa-miR-659-3p,CDKN2B
hsa-miR-489-3p,ABCC1
hsa-miR-1246,CHI3L1
hsa-miR-595,SEMA4D
hsa-miR-122-3p,PCDH8
hsa-miR-27a-5p,CXCL8
hsa-miR-708-3p,CHRM1
hsa-miR-4644,ARPC5L
hsa-miR-30e-3p,SCO2
hsa-let-7b-5p,DDX5
hsa-miR-509-3p,MOB3B
hsa-miR-519b-3p,TRIM27
hsa-miR-122-5p,PIK3C2B
hsa-miR-4465,ADIPOQ
hsa-miR-132-3p,SLC35F2
hsa-miR-103a-3p,P4HA1
hsa-miR-30c-5p,HMBOX1
hsa-miR-631,IL10RA
hsa-miR-636,FADS1
hsa-miR-183-3p,TANK
hsa-miR-1281,ICOSLG
hsa-miR-5787,MORC3
hsa-miR-370-5p,STK4
hsa-miR-19b-1-5p,PDGFRA
hsa-miR-508-5p,RELA
hsa-miR-557,BTBD3
hsa-miR-4488,PPP2R2A
hsa-miR-138-1-3p,TPRG1
hsa-miR-613,RNF11
hsa-miR-582-3p,RGS4
hsa-miR-409-5p,AP1G1
hsa-miR-377-3p,ARNT
hsa-miR-487b-3p,PACRGL
hsa-miR-524-5p,EWSR1
hsa-miR-139-5p,PIAS1
hsa-miR-369-3p,PLK2
hsa-miR-1296-5p,LIN7C
hsa-miR-1291,BTG3
hsa-miR-4270,MYH2
hsa-miR-30a-3p,SNCA
hsa-miR-1252-5p,H19
hsa-miR-30c-5p,PPP2CA
hsa-miR-5008-5p,CRK
hsa-miR-4516,TP53
hsa-miR-548p,GSTP1
hsa-miR-1297,KDM6B
hsa-miR-299-5p,SRC
hsa-miR-124-3p,CDK16
hsa-miR-384,SPI1
hsa-miR-935,HDGF
hsa-miR-616-3p,RCBTB1
hsa-miR-616-5p,GPR137B
hsa-miR-130a-3p,GPC3
hsa-miR-4793-3p,QKI
hsa-miR-599,CYLD
hsa-miR-4638-5p,RHO
hsa-miR-301a-3p,ACTN4
hsa-miR-877-3p,DNM3OS
hsa-miR-1253,NR2F2
hsa-miR-567,DRD1
hsa-miR-145-3p,SMAD9
hsa-miR-371b-5p,PCLAF
hsa-miR-192-3p,HERPUD1
hsa-miR-218-5p,FOXA2
hsa-miR-548ba,TWIST2
hsa-miR-373-3p,RHOBTB1
hsa-miR-214-3p,AKR1B10
hsa-miR-134-5p,PDZD8
hsa-miR-572,TUSC3
hsa-miR-665,ARIH2
hsa-miR-302b-3p,HAND2
hsa-miR-548p,PFKFB3
hsa-miR-328-5p,WEE1
hsa-miR-573,GOLPH3L
hsa-miR-29b-3p,CCDC6
hsa-miR-1204,NRF1
hsa-miR-21-3p,GRM3
hsa-miR-152-3p,PGC
hsa-miR-105-5p,BCL2L14
hsa-miR-877-5p,KDM5C
hsa-miR-26a-5p,KCNJ2
hsa-miR-1185-1-3p,GRIA2
hsa-miR-2909,LUCAT1
hsa-miR-370-3p,LARP4
hsa-miR-194-3p,VEZT
hsa-miR-572,CDC25B
hsa-miR-5195-3p,RCBTB1
hsa-miR-887-3p,PKIA
hsa-miR-181b-5p,ARL5A
hsa-miR-518c-3p,FTL
hsa-miR-371a-5p,PTPRA
hsa-miR-452-5p,PTTG1
hsa-miR-548c-5p,SHC1
hsa-miR-146a-3p,TERF2
hsa-miR-505-3p,GAPDH
hsa-miR-34a-5p,MIF
hsa-miR-34b-3p,NRAS
hsa-miR-7844-5p,WNT1
hsa-miR-146a-3p,CARHSP1
hsa-miR-744-5p,RASA1
hsa-miR-512-3p,ERCC2
hsa-miR-1252-3p,RERG
hsa-miR-33a-5p,LIN7C
hsa-miR-597-3p,WNT9B
hsa-miR-183-3p,VMP1
hsa-miR-95-5p,GAPDH
hsa-miR-4649-3p,NPC1
hsa-miR-448,MSH6
hsa-miR-30d-5p,TXNRD2
hsa-miR-371b-5p,NR3C2
hsa-miR-132-5p,PUM1
hsa-miR-526b-5p,SLCO1B3
hsa-miR-499a-5p,APOA5
hsa-miR-20a-3p,ASMTL-AS1
hsa-miR-93-5p,CPEB1
hsa-miR-378b,CCKBR
hsa-miR-335-3p,CAMK2G
hsa-miR-24-2-5p,PPP2R2D
hsa-miR-154-5p,S100B
hsa-miR-223-3p,TRAF4
hsa-miR-548d-3p,BCL2L2
hsa-miR-212-5p,PLD1
hsa-miR-517c-3p,TMEM54
hsa-miR-448,CDKN2B
hsa-miR-30d-3p,FOSB
hsa-miR-631,RAP1GAP
hsa-miR-4530,UBE3A
hsa-miR-3126-5p,E2F6
hsa-miR-938,CYP2C8
hsa-miR-212-3p,HOXA-AS3
hsa-miR-101-3p,CPEB4
hsa-miR-200c-5p,MOB1A
hsa-miR-449c-5p,DCUN1D2
hsa-miR-1250-5p,BANF1
hsa-miR-561-3p,SREBF1
hsa-miR-4488,PAX9
hsa-miR-103b,TAF9B
hsa-miR-637,FN1
hsa-miR-152-3p,PRDM4
hsa-miR-5195-3p,CASK
hsa-miR-155-5p,TAL1
hsa-miR-1269a,NR4A2
hsa-miR-125b-1-3p,POMC
hsa-miR-516a-5p,TCF4
hsa-miR-592,HMGA2
hsa-miR-145-3p,PPM1F
hsa-miR-621,APLN
hsa-miR-296-5p,SDC4
hsa-miR-548b-3p,ZNF763
hsa-miR-1291,DVL1
hsa-miR-582-3p,HECTD2
hsa-miR-215-3p,SMO
hsa-miR-1262,SPRY4
hsa-miR-5008-5p,DAAM2
hsa-miR-584-3p,RAB6B
hsa-miR-148b-3p,IRS1
hsa-miR-580-3p,DICER1
hsa-miR-140-3p,ULBP2
hsa-let-7a-5p,M6PR
hsa-miR-500a-5p,PFKFB3
hsa-miR-216b-5p,CDKN2D
hsa-miR-107,GAB1
hsa-miR-20b-5p,UBA2
hsa-miR-363-3p,TNFRSF10A
hsa-miR-591,ICAM2
hsa-miR-4782-3p,CXCL5
hsa-miR-1228-3p,MTMR3
hsa-miR-18a-5p,BDNF
hsa-miR-181b-3p,CCL4
hsa-miR-522-5p,NPAS3
hsa-miR-429,PCDH9
hsa-miR-450a-5p,LINC02381
hsa-miR-22-5p,EFEMP1
hsa-miR-149-3p,PINK1-AS
hsa-miR-328-3p,PIK3C2B
hsa-miR-33b-3p,HIF3A
hsa-miR-636,WWC1
hsa-miR-665,PITPNC1
hsa-miR-15a-3p,SLC25A12
hsa-miR-638,ADCY6
hsa-miR-1180-5p,TMEM40
hsa-miR-7844-5p,P2RY12
hsa-miR-342-3p,FGA
hsa-miR-744-3p,KDM6A
hsa-miR-103a-3p,FZD4
hsa-miR-216b-3p,SFPQ
hsa-miR-2909,SLC9A1
hsa-miR-302c-3p,MAFG
hsa-miR-125a-5p,JCHAIN
hsa-miR-200a-3p,LGMN
hsa-miR-383-5p,RRM2
hsa-miR-185-5p,WWOX
hsa-miR-1264,MSH3
hsa-miR-367-3p,FOXP3
hsa-miR-34c-3p,MYOD1
hsa-miR-1270,VPS4B
hsa-miR-335-3p,KIF4A
hsa-miR-509-3p,NUP214
hsa-miR-20a-5p,ADA
hsa-miR-4530,IL1B
hsa-miR-153-3p,ANLN
hsa-miR-4458,WWOX
hsa-miR-654-5p,MYL9
hsa-miR-199a-3p,IRF1
hsa-miR-382-3p,TFF1
hsa-miR-223-5p,PDCD10
hsa-miR-24-1-5p,RASSF5
hsa-miR-30c-2-3p,ABHD17C
hsa-miR-3622b-5p,LEFTY1
hsa-miR-152-3p,ADAM12
hsa-miR-4638-5p,BCAT1
hsa-miR-504-3p,CD1C
hsa-miR-362-3p,RSU1
hsa-miR-202-5p,ETV5
hsa-miR-409-3p,PDIA3
hsa-miR-1908-5p,SLC1A1
hsa-miR-200c-3p,RALA
hsa-miR-654-3p,HIF3A
hsa-miR-218-5p,MTMR3
hsa-miR-4262,HTR1B
hsa-miR-567,EVI5
hsa-miR-100-5p,LGALS3
hsa-miR-432-5p,UBAP1
hsa-miR-149-3p,CPEB3
hsa-miR-154-3p,RAB5B
hsa-miR-218-1-3p,ACTG1
hsa-miR-744-5p,CLDN10
hsa-miR-1271-5p,MMP12
hsa-miR-1224-3p,HMGCR
hsa-miR-574-3p,SPAG9
hsa-miR-496,PBX3
hsa-miR-185-3p,LGALS3BP
hsa-miR-128-1-5p,BNIP3L
hsa-miR-767-3p,ALDH5A1
hsa-miR-132-5p,MYC
hsa-miR-885-5p,CCL7
hsa-miR-223-5p,GABARAPL1
hsa-miR-887-3p,RHOA
hsa-miR-663b,UCK2
hsa-miR-488-3p,TNRC6A
hsa-miR-197-5p,IFT88
hsa-miR-127-5p,THRB
hsa-miR-381-5p,MTA1
hsa-miR-539-5p,MYL9
hsa-miR-937-3p,IGF2
hsa-miR-3922-5p,TEX261
hsa-miR-24-2-5p,ICAM2
hsa-miR-552-5p,STRADB
hsa-miR-4722-5p,BAP1
hsa-miR-548m,RASGRF1
hsa-miR-1908-5p,LRRC1
hsa-miR-579-3p,IGF1
hsa-miR-562,CEBPB
hsa-miR-4284,COPS8
hsa-miR-338-5p,TRIM11
hsa-miR-106a-3p,SMARCD3
hsa-miR-153-5p,NOX4
hsa-miR-216b-5p,SKA1
hsa-miR-320b,RGS2
hsa-miR-3612,PRKG1
hsa-miR-3129-5p,ANGPT2
hsa-miR-95-3p,RASSF8
hsa-miR-429,FMN2
hsa-miR-149-5p,VEZT
hsa-miR-134-3p,TMC7
hsa-miR-942-3p,VASH1
hsa-miR-126-5p,ZNF254
hsa-miR-562,SFRP1
hsa-miR-2278,DOCK1
hsa-miR-424-3p,NFKBIA
hsa-miR-378b,LOXL2
hsa-miR-126-3p,INPPL1
hsa-miR-129-2-3p,PMAIP1
hsa-miR-199b-5p,CDKN1C
hsa-miR-139-5p,STIM1
hsa-miR-620,LGR5
hsa-miR-187-5p,CLDN18
hsa-miR-526b-5p,PXDN
hsa-miR-384,LRRC28
hsa-miR-1204,MTDH
hsa-miR-1285-3p,CX3CL1
hsa-miR-433-3p,KLF17
hsa-miR-149-3p,SERPINH1
hsa-miR-876-5p,SLC34A2
hsa-miR-181d-5p,PTPN2
hsa-miR-499a-3p,TNC
hsa-miR-487a-3p,APOE
hsa-miR-18a-3p,HTR3E
hsa-miR-29a-3p,UNG
hsa-miR-216a-3p,RPS23
hsa-miR-3940-5p,CREG1
hsa-miR-3129-5p,TAX1BP1
hsa-miR-329-3p,TPST2
hsa-miR-146a-5p,TRIM27
hsa-miR-455-5p,VDAC1
hsa-miR-10a-5p,TMEM184B
hsa-miR-4270,TFF1
hsa-miR-654-5p,GSK3B
hsa-miR-96-3p,VAMP2
hsa-miR-944,STK31
hsa-miR-4644,UNG
hsa-miR-484,ITSN1
hsa-miR-1281,ROS1
hsa-miR-577,BRMS1
hsa-miR-134-3p,ARHGDIA
hsa-miR-483-5p,LEF1-AS1
hsa-miR-491-5p,LINC02476
hsa-miR-4284,GALNT16
hsa-miR-204-3p,LGR5
hsa-miR-187-5p,TRIM2
hsa-miR-615-5p,PHLDB2
hsa-miR-146b-3p,YWHAG
hsa-miR-612,FXR1
hsa-miR-520d-3p,RHOU
hsa-miR-2861,LINC00240
hsa-miR-486-3p,PODXL
hsa-miR-551a,PDGFB
hsa-miR-29c-5p,CYP2J2
hsa-miR-942-5p,NR0B1
hsa-miR-365a-3p,IGFBP1
hsa-miR-4295,TEK
hsa-miR-617,CARD11
hsa-miR-4488,PKNOX1
hsa-miR-23a-5p,COTL1
hsa-miR-564,WWP1
hsa-miR-3941,GPR55
hsa-miR-1183,PIKFYVE
hsa-miR-214-3p,CASC9
hsa-miR-1178-3p,TGFBR3
hsa-miR-363-5p,HDAC4
hsa-miR-377-3p,AKAP12
hsa-miR-3163,RFX6
hsa-miR-4717-5p,RFFL
hsa-miR-520g-3p,IL24
hsa-miR-188-3p,PITPNC1
hsa-miR-4660,TPD52
hsa-miR-518a-5p,AURKB
hsa-miR-135b-3p,RPS6KB2
hsa-miR-205-5p,ZIC3
hsa-miR-491-3p,ABCC1
hsa-miR-1343-3p,BIRC2
hsa-miR-369-3p,MAPK1
hsa-miR-615-5p,ACTN1
hsa-let-7e-5p,PITPNM1
hsa-miR-143-5p,IRS2
hsa-miR-4638-5p,TRIM24
hsa-miR-125a-3p,APAF1
hsa-miR-1299,PGM2
hsa-miR-758-3p,SWAP70
hsa-miR-429,SIRPA
hsa-miR-526b-5p,HMGN2
hsa-miR-19a-5p,SNHG20
hsa-miR-3187-3p,UNG
hsa-miR-128-1-5p,ING4
hsa-miR-25-5p,CSNK1A1
hsa-miR-552-5p,RELA
hsa-miR-582-3p,NCOR1
hsa-miR-425-3p,CARD10
hsa-miR-510-5p,CCKBR
hsa-miR-6515-5p,WNT16
hsa-miR-224-5p,FGF14-AS2
hsa-miR-663b,CXCL12
hsa-miR-197-5p,ORM1
hsa-miR-24-3p,DRD2
hsa-miR-513b-5p,LIX1L
hsa-miR-296-3p,TERF1
hsa-miR-4443,MAZ
hsa-miR-324-3p,TCL6
hsa-miR-885-5p,CAMK1D
hsa-miR-212-5p,PPIB
hsa-miR-190a-5p,EHHADH
hsa-miR-135a-5p,HIVEP1
hsa-miR-552-5p,EGF
hsa-miR-1298-5p,FTL
hsa-miR-221-3p,FOXF2
hsa-miR-4646-5p,IRAK4
hsa-miR-561-3p,CDC40
hsa-miR-335-5p,OPCML
hsa-miR-548m,HNRNPD
hsa-miR-5787,APBB2
hsa-miR-3613-3p,GAS1
hsa-miR-20a-5p,GALNT4
hsa-miR-210-5p,UBAP2
hsa-miR-937-3p,PLXNB1
hsa-miR-144-3p,AXL
hsa-miR-193b-5p,FIS1
hsa-miR-516a-3p,ARL6IP5
hsa-miR-1234-3p,FGF14-AS2
hsa-miR-489-3p,ABCC5
hsa-let-7i-5p,AVEN
hsa-miR-744-5p,PDCD4
hsa-let-7i-3p,TMOD3
hsa-miR-101-5p,TGIF1
hsa-miR-590-5p,GOLT1A
hsa-miR-1262,RPS23
hsa-miR-519c-3p,SRSF2
hsa-miR-409-3p,LGALS3
hsa-miR-1265,TNIP2
hsa-miR-520h,EPHA7
hsa-miR-30d-5p,DOHH
hsa-miR-488-5p,NEK7
hsa-miR-148b-5p,BCL11A
hsa-miR-127-3p,CDX1
hsa-miR-596,TWIST1
hsa-miR-144-3p,PPP1R12A
hsa-miR-4328,PFKFB3
hsa-miR-1260b,IFNB1
hsa-miR-29a-5p,EHHADH
hsa-let-7a-5p,ETS2
hsa-miR-626,RAP2A
hsa-miR-569,CARMN
hsa-miR-4775,PRKAR1A
hsa-miR-562,GALNT16
hsa-miR-1264,TRIM25
hsa-miR-1248,ADAMTS5
hsa-miR-3128,DAAM2
hsa-miR-362-5p,DACH1
hsa-miR-628-5p,YY1AP1
hsa-miR-451b,POLD1
hsa-miR-922,CARD10
hsa-miR-4465,FENDRR
hsa-miR-4775,NCAN
hsa-miR-892a,SKI
hsa-miR-588,RELA
hsa-miR-326,SUV39H1
hsa-miR-365a-3p,SNIP1
hsa-miR-383-3p,GRB10
hsa-miR-379-3p,CLUAP1
hsa-miR-218-5p,MAP3K5
hsa-miR-4521,RAB18
hsa-miR-522-3p,GLS2
hsa-miR-140-3p,IFIT2
hsa-miR-23a-5p,NPAS3
hsa-miR-185-3p,FIS1
hsa-miR-301a-5p,LRRC32
hsa-miR-711,ST7L
hsa-miR-223-5p,SLC31A1
hsa-miR-92b-3p,MMP3
hsa-miR-424-3p,CPEB4
hsa-miR-301a-5p,TREM2
hsa-miR-92a-3p,ABCC1
hsa-miR-4756-3p,IL2
hsa-miR-624-3p,RREB1
hsa-miR-675-5p,ZBTB2
hsa-miR-122-5p,IL18
hsa-miR-106a-5p,UHRF1
hsa-miR-630,VDR
hsa-miR-192-5p,HIF1A
hsa-miR-302d-3p,MBD1
hsa-miR-891a-5p,CCAT1
hsa-miR-610,DHFR
hsa-miR-300,EFEMP1
hsa-miR-9-5p,MTFR1
hsa-miR-324-5p,WWP1
hsa-miR-198,PODXL
hsa-miR-425-3p,MTSS1
hsa-miR-519e-5p,CDKN2D
hsa-miR-1204,MCL1
hsa-miR-489-3p,NEO1
hsa-miR-942-5p,ARHGEF2
hsa-miR-139-5p,FAM135A
hsa-miR-665,INTS6
hsa-miR-299-5p,ZFAS1
hsa-miR-875-5p,HIP1
hsa-miR-23b-3p,ENTPD4
hsa-miR-211-3p,ZFAND4
hsa-let-7i-3p,TP53INP1
hsa-miR-369-5p,NOX4
hsa-miR-552-3p,RBMXL1
hsa-miR-557,TXN2
hsa-miR-335-3p,SMARCD1
hsa-miR-519c-3p,ATF3
hsa-miR-136-5p,KRAS
hsa-miR-587,IKZF1
hsa-miR-30c-1-3p,ZFPM2-AS1
hsa-miR-346,SNHG8
hsa-miR-526b-3p,TRAF5
hsa-miR-4646-5p,PDLIM5
hsa-miR-1281,DUSP6
hsa-miR-379-3p,LINC00473
hsa-miR-6516-5p,EIF4A2
hsa-miR-4284,PROS1
hsa-miR-30c-1-3p,TSC22D3
hsa-miR-942-5p,SOST
hsa-miR-107,ARPC3
hsa-miR-572,FBXO11
hsa-miR-767-5p,FLT4
hsa-miR-324-5p,BIK
hsa-miR-1182,COL21A1
hsa-miR-506-3p,MFN2
hsa-miR-301a-5p,PDLIM5
hsa-miR-194-5p,TGIF2
hsa-miR-634,ZNF148
hsa-miR-937-3p,ARRB1
hsa-miR-548b-3p,SPP1
hsa-miR-210-3p,SP1
hsa-miR-411-5p,EGR2
hsa-miR-4521,L1CAM
hsa-miR-4270,POU2F2
hsa-miR-30b-3p,GAPDH
hsa-miR-194-5p,CHL1
hsa-miR-3666,TWF1
hsa-miR-1252-3p,TMEM88
hsa-miR-136-5p,JPH2
hsa-miR-7-1-3p,PIK3R2
hsa-miR-378g,GRM3
hsa-miR-1470,NUAK1
hsa-miR-143-3p,ATAT1
hsa-miR-141-5p,SREBF2
hsa-miR-637,CAB39
hsa-miR-124-3p,CBX7
hsa-miR-664a-3p,FGB
hsa-miR-19a-5p,YY1AP1
hsa-let-7a-3p,HPGD
hsa-miR-92a-3p,PLK1
hsa-miR-5008-5p,CORO1C
hsa-miR-155-5p,NPC1
hsa-miR-199a-3p,MCL1
hsa-miR-3064-5p,TG
hsa-miR-423-3p,WNT10A
hsa-miR-208a-3p,DNPEP
hsa-miR-424-3p,PGRMC1
hsa-miR-3180-5p,PIK3C2A
hsa-miR-19b-3p,MATR3
hsa-miR-99b-5p,GPC4
hsa-miR-3187-3p,MTHFD1
hsa-miR-4689,CDKN1B
hsa-miR-494-5p,CCR1
hsa-miR-942-5p,ANKRD46
hsa-miR-758-3p,FCGR2B
hsa-miR-496,MSH6
hsa-miR-1247-5p,DEK
hsa-miR-362-5p,SLITRK1
hsa-miR-658,TBC1D1
hsa-miR-656-3p,KREMEN1
hsa-let-7g-5p,PPP3CA
hsa-miR-545-3p,JAK1
hsa-miR-20a-5p,DPYD
hsa-miR-100-5p,PFN1
hsa-miR-135a-5p,SAPCD2
hsa-miR-548c-3p,IKBKG
hsa-miR-1185-1-3p,SIKE1
hsa-miR-409-3p,PTPN13
hsa-miR-27a-3p,ZNF148
hsa-miR-493-5p,UBA7
hsa-miR-548i,LINC00473
hsa-miR-767-3p,SRSF11
hsa-miR-216a-5p,MTPN
hsa-miR-4723-5p,PTH1R
hsa-miR-564,NPAS3
hsa-miR-15b-5p,BIRC2
hsa-miR-4328,SLC22A7
hsa-miR-143-5p,EPHB1
hsa-miR-125a-3p,PTPRO
hsa-miR-509-5p,SYNCRIP
hsa-miR-3074-5p,AURKB
hsa-miR-105-3p,TLR3
hsa-miR-658,KLF6
hsa-miR-144-3p,NFATC3
hsa-miR-122-3p,GLIS3
hsa-miR-182-5p,BBC3
hsa-miR-340-3p,MEF2C
hsa-miR-146a-5p,CDKN2C
hsa-miR-520h,SOCS1
hsa-miR-211-5p,GPD1
hsa-miR-194-5p,SH3GL2
hsa-miR-601,RAB5C
hsa-miR-6747-5p,PTPRK
hsa-let-7e-5p,TLE4
hsa-miR-526b-3p,AGAP2-AS1
hsa-miR-105-3p,SRSF7
hsa-miR-513a-3p,TEK
hsa-miR-28-5p,SOX12
hsa-miR-99a-3p,SLCO1B3
hsa-miR-30a-5p,HECTD2
hsa-miR-181a-3p,VEGFC
hsa-miR-593-3p,KAT2B
hsa-miR-30e-5p,SRR
hsa-miR-3686,XPO6
hsa-miR-1207-5p,FAF1
hsa-miR-215-3p,CCL7
hsa-miR-524-5p,ADAM19
hsa-miR-758-3p,ATG4D
hsa-let-7c-5p,SOX1
hsa-miR-4660,ARHGDIA
hsa-miR-659-3p,LNX2
hsa-miR-1256,CLTC
hsa-miR-193a-3p,RAB24
hsa-miR-627-5p,ANGPTL4
hsa-miR-15b-3p,MITF
hsa-miR-483-3p,GRM7
hsa-miR-584-5p,PDLIM5
hsa-miR-591,FURIN
hsa-miR-593-5p,FBXO31
hsa-miR-590-3p,HOXC-AS3
hsa-miR-371a-5p,ELMO2
hsa-miR-323a-3p,ASAP1-IT1
hsa-miR-3686,MAT1A
hsa-miR-485-5p,KLF10
hsa-miR-24-1-5p,FOXJ3
hsa-miR-95-3p,EOMES
hsa-miR-636,NPC1
hsa-miR-6887-5p,M6PR
hsa-miR-144-5p,MAMDC2
hsa-miR-125a-3p,JAZF1
hsa-miR-218-1-3p,CAMKK2
hsa-miR-521,TPX2
hsa-miR-486-3p,GPR55
hsa-miR-518b,TP53RK
hsa-miR-3691-5p,IGFBP5
hsa-miR-27a-3p,ERG
hsa-miR-186-3p,CNR2
hsa-miR-139-5p,EXOSC2
hsa-miR-770-5p,KREMEN1
hsa-miR-372-3p,HNRNPD
hsa-miR-4328,CDX1
hsa-miR-433-5p,SIRT1
hsa-let-7i-3p,ZNF611
hsa-miR-98-5p,USP25
hsa-miR-6887-5p,ATG16L1
hsa-miR-1-3p,UGT2B15
hsa-miR-148b-5p,EPHB1
hsa-miR-1-3p,GAP43
hsa-miR-193b-5p,FSTL1
hsa-miR-146b-5p,SERPINI1
hsa-miR-656-3p,SERPINF2
hsa-miR-100-5p,UBE2I
hsa-miR-1-5p,GADD45A
hsa-miR-521,NASP
hsa-miR-4667-3p,AGFG1
